Sample Names	MutationType	CN1	CN2	CN13
Synthetic_Patient1	0:homdel:0-100kb	0.1729203787102467	0.5388966508947259	0.2881829703950272
Synthetic_Patient1	0:homdel:100kb-1Mb	0.055958459722293116	0.2644170036910997	0.6796245365866073
Synthetic_Patient1	0:homdel:>1Mb	0.06726937945640528	0.26482025010732385	0.6679103704362709
Synthetic_Patient1	1:LOH:0-100kb	0.20728883592561134	0.5156837502995423	0.27702741377484646
Synthetic_Patient1	1:LOH:100kb-1Mb	0.18422420533913358	0.23750566753200833	0.5782701271288582
Synthetic_Patient1	1:LOH:1Mb-10Mb	0.09919001265575465	0.013247527674408864	0.8875624596698365
Synthetic_Patient1	1:LOH:10Mb-40Mb	0.18613599015447926	0.004755586863507592	0.8091084229820132
Synthetic_Patient1	1:LOH:>40Mb	0.2037048569892456	0.0008596867302532278	0.7954354562805012
Synthetic_Patient1	2:LOH:0-100kb	0.1586910607440293	0.8311746598309557	0.010134279425015004
Synthetic_Patient1	2:LOH:100kb-1Mb	0.04689468165324235	0.5303144308321449	0.42279088751461275
Synthetic_Patient1	2:LOH:1Mb-10Mb	0.0314564185940094	0.5945292302449915	0.37401435116099924
Synthetic_Patient1	2:LOH:10Mb-40Mb	0.02862658730778854	0.8665547589400415	0.10481865375216987
Synthetic_Patient1	2:LOH:>40Mb	0.06757720817907563	0.9317958298702751	0.0006269619506491621
Synthetic_Patient1	3-4:LOH:0-100kb	0.15443366998182087	0.7602798579871908	0.0852864720309882
Synthetic_Patient1	3-4:LOH:100kb-1Mb	0.035394550484128394	0.7331776896931801	0.23142775982269168
Synthetic_Patient1	3-4:LOH:1Mb-10Mb	0.027318000079611444	0.5624661650239738	0.4102158348964147
Synthetic_Patient1	3-4:LOH:10Mb-40Mb	0.0027766241174793033	0.7220667349805423	0.2751566409019782
Synthetic_Patient1	3-4:LOH:>40Mb	0.13151886731254364	0.7777180636839061	0.09076306900355045
Synthetic_Patient1	5-8:LOH:0-100kb	0.04133093263001979	0.4969067018984904	0.4617623654714897
Synthetic_Patient1	5-8:LOH:100kb-1Mb	0.020393584472748135	0.8211615379947295	0.15844487753252245
Synthetic_Patient1	5-8:LOH:1Mb-10Mb	0.010609158484998505	0.5738127492692459	0.4155780922457556
Synthetic_Patient1	5-8:LOH:10Mb-40Mb	0.012419293794359994	0.8582772143328864	0.1293034918727535
Synthetic_Patient1	5-8:LOH:>40Mb	0.011971773940211747	0.9097383974547583	0.07828982860502999
Synthetic_Patient1	9+:LOH:0-100kb	0.08969966227486384	0.8705810947560557	0.039719242969080346
Synthetic_Patient1	9+:LOH:100kb-1Mb	0.06171517303483691	0.25040424990249993	0.6878805770626631
Synthetic_Patient1	9+:LOH:1Mb-10Mb	0.04506504600796949	0.46519385298436877	0.48974110100766177
Synthetic_Patient1	9+:LOH:10Mb-40Mb	0.0073594178787128	0.9917211259193386	0.0009194562019487573
Synthetic_Patient1	9+:LOH:>40Mb	0.0014030283723515296	0.9058276511813904	0.09276932044625791
Synthetic_Patient1	2:het:0-100kb	0.020945026220152416	0.4446754302456438	0.5343795435342038
Synthetic_Patient1	2:het:100kb-1Mb	0.1544734354288347	0.23380188165288743	0.611724682918278
Synthetic_Patient1	2:het:1Mb-10Mb	0.16908415162111146	0.014022957569583834	0.8168928908093048
Synthetic_Patient1	2:het:10Mb-40Mb	0.5497245083926023	0.00492190964982015	0.4453535819575775
Synthetic_Patient1	2:het:>40Mb	0.8746723465385081	5.470516018841323e-06	0.12532218294547307
Synthetic_Patient1	3-4:het:0-100kb	0.21381179466095301	0.7053167396499397	0.08087146568910733
Synthetic_Patient1	3-4:het:100kb-1Mb	0.053626290421840625	0.5630857663024377	0.3832879432757218
Synthetic_Patient1	3-4:het:1Mb-10Mb	0.009918034732502074	0.8313181936944147	0.1587637715730832
Synthetic_Patient1	3-4:het:10Mb-40Mb	0.00840607722886782	0.944088057177074	0.04750586559405818
Synthetic_Patient1	3-4:het:>40Mb	0.005407093739632942	0.9817342004237715	0.012858705836595685
Synthetic_Patient1	5-8:het:0-100kb	0.11687106288900055	0.676901838016838	0.20622709909416143
Synthetic_Patient1	5-8:het:100kb-1Mb	0.0038286861961025565	0.9565474712017857	0.039623842602111735
Synthetic_Patient1	5-8:het:1Mb-10Mb	0.004202445007975503	0.9957816243109225	1.5930681101987833e-05
Synthetic_Patient1	5-8:het:10Mb-40Mb	0.00029971644572478754	0.9954961780523781	0.004204105501897123
Synthetic_Patient1	5-8:het:>40Mb	0.004733407464995318	0.9944477688064168	0.0008188237285877763
Synthetic_Patient1	9+:het:0-100kb	0.02787401268283731	0.6563804591672778	0.3157455281498849
Synthetic_Patient1	9+:het:100kb-1Mb	0.035010948222671645	0.8915700482684247	0.07341900350890372
Synthetic_Patient1	9+:het:1Mb-10Mb	0.0141134018459818	0.7130584338300585	0.2728281643239597
Synthetic_Patient1	9+:het:10Mb-40Mb	0.00036025217652356647	0.9877969751239661	0.011842772699510347
Synthetic_Patient1	9+:het:>40Mb	0.0021884408286401377	0.9736521615489712	0.024159397622388862
Synthetic_Patient10	0:homdel:0-100kb	0.11778092324671229	0.4037633973820286	0.4784556793712591
Synthetic_Patient10	0:homdel:100kb-1Mb	0.027931718403203937	0.14518239882314052	0.8268858827736556
Synthetic_Patient10	0:homdel:>1Mb	0.03386150794911929	0.1466333476570723	0.8195051443938084
Synthetic_Patient10	1:LOH:0-100kb	0.142978004171932	0.3912636026910952	0.46575839313697287
Synthetic_Patient10	1:LOH:100kb-1Mb	0.09931149727313847	0.1408378869163426	0.7598506158105189
Synthetic_Patient10	1:LOH:1Mb-10Mb	0.043557964209667704	0.006399221584356829	0.9500428142059755
Synthetic_Patient10	1:LOH:10Mb-40Mb	0.08603192101521143	0.0024178317175038723	0.9115502472672847
Synthetic_Patient10	1:LOH:>40Mb	0.095032673043419	0.0004411684732497936	0.9045261584833312
Synthetic_Patient10	2:LOH:0-100kb	0.14456878751305569	0.8329272199829612	0.02250399250398307
Synthetic_Patient10	2:LOH:100kb-1Mb	0.028236313582237143	0.3512453105999366	0.6205183758178262
Synthetic_Patient10	2:LOH:1Mb-10Mb	0.01969597839688575	0.40948140120432364	0.5708226203987905
Synthetic_Patient10	2:LOH:10Mb-40Mb	0.023135731220960357	0.7703753001737963	0.2064889686052433
Synthetic_Patient10	2:LOH:>40Mb	0.06176619282558068	0.9368370001947793	0.0013968069796399492
Synthetic_Patient10	3-4:LOH:0-100kb	0.12884211076692245	0.6977213444256958	0.17343654480738185
Synthetic_Patient10	3-4:LOH:100kb-1Mb	0.02517401990123556	0.5736118258015445	0.40121415429722007
Synthetic_Patient10	3-4:LOH:1Mb-10Mb	0.016597284751209564	0.37590424570904946	0.607498469539741
Synthetic_Patient10	3-4:LOH:10Mb-40Mb	0.0018917627768940788	0.5411524229648614	0.4569558142582445
Synthetic_Patient10	3-4:LOH:>40Mb	0.10885127341990808	0.7080441282369737	0.18310459834311826
Synthetic_Patient10	5-8:LOH:0-100kb	0.024121131063646484	0.3189995001857588	0.6568793687505947
Synthetic_Patient10	5-8:LOH:100kb-1Mb	0.015569040000157078	0.6895877737229593	0.29484318627688366
Synthetic_Patient10	5-8:LOH:1Mb-10Mb	0.006411240125847699	0.381438024593931	0.6121507352802213
Synthetic_Patient10	5-8:LOH:10Mb-40Mb	0.009765887578373817	0.7423950844183598	0.2478390280032663
Synthetic_Patient10	5-8:LOH:>40Mb	0.009947336993078777	0.8314909641830779	0.15856169882384336
Synthetic_Patient10	9+:LOH:0-100kb	0.07839820636933136	0.8369841541951334	0.08461763943553526
Synthetic_Patient10	9+:LOH:100kb-1Mb	0.0306450819579914	0.13677389565473366	0.8325810223872748
Synthetic_Patient10	9+:LOH:1Mb-10Mb	0.02574377265518831	0.29232033333934926	0.6819358940054624
Synthetic_Patient10	9+:LOH:10Mb-40Mb	0.006687377677358681	0.9912761052342598	0.002036517088381503
Synthetic_Patient10	9+:LOH:>40Mb	0.0011463224542763743	0.8141015936581786	0.1847520838875449
Synthetic_Patient10	2:het:0-100kb	0.011554995889302585	0.2698514189483488	0.7185935851623487
Synthetic_Patient10	2:het:100kb-1Mb	0.08118496928235269	0.13516445970271398	0.7836505710149334
Synthetic_Patient10	2:het:1Mb-10Mb	0.07771533443733501	0.007089834910956646	0.9151948306517084
Synthetic_Patient10	2:het:10Mb-40Mb	0.33505731748503786	0.00329989658618997	0.6616427859287721
Synthetic_Patient10	2:het:>40Mb	0.7411527926500658	5.098980280686091e-06	0.2588421083696534
Synthetic_Patient10	3-4:het:0-100kb	0.18016060339118975	0.6537399798669311	0.16609941674187917
Synthetic_Patient10	3-4:het:100kb-1Mb	0.0333645187914344	0.385366842112744	0.5812686390958216
Synthetic_Patient10	3-4:het:1Mb-10Mb	0.0075631973731954474	0.6973322964940176	0.29510450613278705
Synthetic_Patient10	3-4:het:10Mb-40Mb	0.007229799745311488	0.8931781317782049	0.09959206847648364
Synthetic_Patient10	3-4:het:>40Mb	0.004842211904800472	0.9670891217545107	0.02806866634068878
Synthetic_Patient10	5-8:het:0-100kb	0.08567370100668727	0.5458318994654121	0.36849439952790075
Synthetic_Patient10	5-8:het:100kb-1Mb	0.0033217418205996547	0.912883410472686	0.08379484770671447
Synthetic_Patient10	5-8:het:1Mb-10Mb	0.003821790602249094	0.9961428956494286	3.53137483222691e-05
Synthetic_Patient10	5-8:het:10Mb-40Mb	0.0002710911162138434	0.9904601210202011	0.009268787863585025
Synthetic_Patient10	5-8:het:>40Mb	0.004300666505253884	0.9938859196834195	0.0018134138113265242
Synthetic_Patient10	9+:het:0-100kb	0.018343931994409403	0.4751615243441856	0.506494543661405
Synthetic_Patient10	9+:het:100kb-1Mb	0.029305299526278104	0.8209003612724117	0.14979433920131024
Synthetic_Patient10	9+:het:1Mb-10Mb	0.009643619570847715	0.5359523364354067	0.45440404399374545
Synthetic_Patient10	9+:het:10Mb-40Mb	0.0003228634050288016	0.9738063146144306	0.025870821980540613
Synthetic_Patient10	9+:het:>40Mb	0.0019330904956656998	0.9460495739419401	0.052017335562394185
Synthetic_Patient2	0:homdel:0-100kb	0.0	0.6065033338627684	0.39349666613723155
Synthetic_Patient2	0:homdel:100kb-1Mb	0.0	0.24281575517416532	0.7571842448258348
Synthetic_Patient2	0:homdel:>1Mb	0.0	0.24630943478482634	0.7536905652151737
Synthetic_Patient2	1:LOH:0-100kb	0.0	0.6054166819644762	0.39458331803552393
Synthetic_Patient2	1:LOH:100kb-1Mb	0.0	0.2529122213437489	0.7470877786562511
Synthetic_Patient2	1:LOH:1Mb-10Mb	0.0	0.012152918782565957	0.9878470812174341
Synthetic_Patient2	1:LOH:10Mb-40Mb	0.0	0.00482118153375083	0.9951788184662492
Synthetic_Patient2	1:LOH:>40Mb	0.0	0.0008900277251321411	0.9991099722748678
Synthetic_Patient2	2:LOH:0-100kb	0.0	0.9854229948099666	0.014577005190033352
Synthetic_Patient2	2:LOH:100kb-1Mb	0.0	0.5083246824514716	0.49167531754852845
Synthetic_Patient2	2:LOH:1Mb-10Mb	0.0	0.5671383525076427	0.43286164749235734
Synthetic_Patient2	2:LOH:10Mb-40Mb	0.0	0.8720272100356536	0.12797278996434622
Synthetic_Patient2	2:LOH:>40Mb	0.0	0.9991843364116972	0.0008156635883028502
Synthetic_Patient2	3-4:LOH:0-100kb	0.0	0.8802057672243317	0.11979423277566825
Synthetic_Patient2	3-4:LOH:100kb-1Mb	0.0	0.723087712224525	0.27691228777547494
Synthetic_Patient2	3-4:LOH:1Mb-10Mb	0.0	0.5305511301798964	0.4694488698201037
Synthetic_Patient2	3-4:LOH:10Mb-40Mb	0.0	0.6838423524601587	0.3161576475398414
Synthetic_Patient2	3-4:LOH:>40Mb	0.0	0.8759713731277525	0.12402862687224755
Synthetic_Patient2	5-8:LOH:0-100kb	0.0	0.470051218093602	0.5299487819063979
Synthetic_Patient2	5-8:LOH:100kb-1Mb	0.0	0.810309503949471	0.189690496050529
Synthetic_Patient2	5-8:LOH:1Mb-10Mb	0.0	0.5322904934325403	0.4677095065674596
Synthetic_Patient2	5-8:LOH:10Mb-40Mb	0.0	0.8454660579567427	0.15453394204325743
Synthetic_Patient2	5-8:LOH:>40Mb	0.0	0.9054624590238289	0.09453754097617105
Synthetic_Patient2	9+:LOH:0-100kb	0.0	0.9475507541547946	0.05244924584520538
Synthetic_Patient2	9+:LOH:100kb-1Mb	0.0	0.23079472015955085	0.7692052798404492
Synthetic_Patient2	9+:LOH:1Mb-10Mb	0.0	0.4391251690114544	0.5608748309885455
Synthetic_Patient2	9+:LOH:10Mb-40Mb	0.0	0.9988764347852441	0.001123565214755844
Synthetic_Patient2	9+:LOH:>40Mb	0.0	0.8894801927322971	0.11051980726770301
Synthetic_Patient2	2:het:0-100kb	0.0	0.4068380464632327	0.5931619535367674
Synthetic_Patient2	2:het:100kb-1Mb	0.0	0.2395589976816769	0.760441002318323
Synthetic_Patient2	2:het:1Mb-10Mb	0.0	0.013951716696935543	0.9860482833030644
Synthetic_Patient2	2:het:10Mb-40Mb	0.0	0.009027041836594425	0.9909729581634057
Synthetic_Patient2	2:het:>40Mb	0.0	3.597822071342461e-05	0.9999640217792867
Synthetic_Patient2	3-4:het:0-100kb	0.0	0.8778788846948834	0.12212111530511673
Synthetic_Patient2	3-4:het:100kb-1Mb	0.0	0.547693270363653	0.45230672963634694
Synthetic_Patient2	3-4:het:1Mb-10Mb	0.0	0.8118849125356938	0.18811508746430622
Synthetic_Patient2	3-4:het:10Mb-40Mb	0.0	0.9424633916655766	0.05753660833442333
Synthetic_Patient2	3-4:het:>40Mb	0.0	0.9843576748834262	0.01564232511657385
Synthetic_Patient2	5-8:het:0-100kb	0.0	0.7301251637049442	0.26987483629505593
Synthetic_Patient2	5-8:het:100kb-1Mb	0.0	0.9521480563157397	0.0478519436842603
Synthetic_Patient2	5-8:het:1Mb-10Mb	0.0	0.9999805908354136	1.9409164586478805e-05
Synthetic_Patient2	5-8:het:10Mb-40Mb	0.0	0.9949024727601516	0.005097527239848423
Synthetic_Patient2	5-8:het:>40Mb	0.0	0.9990020245771228	0.0009979754228770866
Synthetic_Patient2	9+:het:0-100kb	0.0	0.6314665295333796	0.3685334704666205
Synthetic_Patient2	9+:het:100kb-1Mb	0.0	0.9091673694786903	0.09083263052130967
Synthetic_Patient2	9+:het:1Mb-10Mb	0.0	0.6829648236639502	0.31703517633604983
Synthetic_Patient2	9+:het:10Mb-40Mb	0.0	0.9856629704939741	0.014337029506025988
Synthetic_Patient2	9+:het:>40Mb	0.0	0.9707755638355557	0.029224436164444357
Synthetic_Patient3	0:homdel:0-100kb	0.0	0.2661428193887719	0.7338571806112282
Synthetic_Patient3	0:homdel:100kb-1Mb	0.0	0.07016075232092825	0.9298392476790718
Synthetic_Patient3	0:homdel:>1Mb	0.0	0.07140450475493722	0.9285954952450628
Synthetic_Patient3	1:LOH:0-100kb	0.0	0.26525490728232054	0.7347450927176795
Synthetic_Patient3	1:LOH:100kb-1Mb	0.0	0.07377760164039539	0.9262223983596046
Synthetic_Patient3	1:LOH:1Mb-10Mb	0.0	0.0028863341843676084	0.9971136658156324
Synthetic_Patient3	1:LOH:10Mb-40Mb	0.0	0.0011385934050877112	0.9988614065949123
Synthetic_Patient3	1:LOH:>40Mb	0.0	0.00020956091740436983	0.9997904390825956
Synthetic_Patient3	2:LOH:0-100kb	0.0	0.9408499761094008	0.059150023890599195
Synthetic_Patient3	2:LOH:100kb-1Mb	0.0	0.19566415959531736	0.8043358404046826
Synthetic_Patient3	2:LOH:1Mb-10Mb	0.0	0.235639965517942	0.7643600344820579
Synthetic_Patient3	2:LOH:10Mb-40Mb	0.0	0.6158768881637929	0.384123111836207
Synthetic_Patient3	2:LOH:>40Mb	0.0	0.9965425950076402	0.0034574049923596895
Synthetic_Patient3	3-4:LOH:0-100kb	0.0	0.6335463649097546	0.3664536350902454
Synthetic_Patient3	3-4:LOH:100kb-1Mb	0.0	0.3805795037589243	0.6194204962410756
Synthetic_Patient3	3-4:LOH:1Mb-10Mb	0.0	0.21006029061071999	0.78993970938928
Synthetic_Patient3	3-4:LOH:10Mb-40Mb	0.0	0.3372814725103299	0.6627185274896701
Synthetic_Patient3	3-4:LOH:>40Mb	0.0	0.6243145321223122	0.37568546787768775
Synthetic_Patient3	5-8:LOH:0-100kb	0.0	0.17266481530662497	0.827335184693375
Synthetic_Patient3	5-8:LOH:100kb-1Mb	0.0	0.5012758771293018	0.4987241228706982
Synthetic_Patient3	5-8:LOH:1Mb-10Mb	0.0	0.2112217011554051	0.7887782988445948
Synthetic_Patient3	5-8:LOH:10Mb-40Mb	0.0	0.562805341749963	0.43719465825003695
Synthetic_Patient3	5-8:LOH:>40Mb	0.0	0.6926483314653786	0.3073516685346214
Synthetic_Patient3	9+:LOH:0-100kb	0.0	0.809554119311329	0.19044588068867097
Synthetic_Patient3	9+:LOH:100kb-1Mb	0.0	0.06594290940124563	0.9340570905987544
Synthetic_Patient3	9+:LOH:1Mb-10Mb	0.0	0.15556130390117826	0.8444386960988216
Synthetic_Patient3	9+:LOH:10Mb-40Mb	0.0	0.995242221279963	0.004757778720036984
Synthetic_Patient3	9+:LOH:>40Mb	0.0	0.6544196195142956	0.3455803804857044
Synthetic_Patient3	2:het:0-100kb	0.0	0.1389580343467683	0.8610419656532318
Synthetic_Patient3	2:het:100kb-1Mb	0.0	0.06900867160897523	0.9309913283910247
Synthetic_Patient3	2:het:1Mb-10Mb	0.0	0.0033181581660405315	0.9966818418339594
Synthetic_Patient3	2:het:10Mb-40Mb	0.0	0.00213877386834287	0.9978612261316571
Synthetic_Patient3	2:het:>40Mb	0.0	8.465696611930233e-06	0.999991534303388
Synthetic_Patient3	3-4:het:0-100kb	0.0	0.6284507776010908	0.3715492223989092
Synthetic_Patient3	3-4:het:100kb-1Mb	0.0	0.2217384470091954	0.7782615529908046
Synthetic_Patient3	3-4:het:1Mb-10Mb	0.0	0.5038463418637911	0.49615365813620904
Synthetic_Patient3	3-4:het:10Mb-40Mb	0.0	0.7939917218270754	0.20600827817292458
Synthetic_Patient3	3-4:het:>40Mb	0.0	0.9367362906606523	0.0632637093393477
Synthetic_Patient3	5-8:het:0-100kb	0.0	0.38896585247846666	0.6110341475215333
Synthetic_Patient3	5-8:het:100kb-1Mb	0.0	0.8240004769539729	0.175999523046027
Synthetic_Patient3	5-8:het:1Mb-10Mb	0.0	0.9999175162535644	8.248374643555151e-05
Synthetic_Patient3	5-8:het:10Mb-40Mb	0.0	0.978688574834129	0.021311425165870986
Synthetic_Patient3	5-8:het:>40Mb	0.0	0.9957723166061713	0.004227683393828691
Synthetic_Patient3	9+:het:0-100kb	0.0	0.28732621556008486	0.7126737844399151
Synthetic_Patient3	9+:het:100kb-1Mb	0.0	0.7019480568703955	0.2980519431296044
Synthetic_Patient3	9+:het:1Mb-10Mb	0.0	0.33637550458127763	0.6636244954187224
Synthetic_Patient3	9+:het:10Mb-40Mb	0.0	0.9417803875780395	0.05821961242196055
Synthetic_Patient3	9+:het:>40Mb	0.0	0.886569690982359	0.11343030901764097
Synthetic_Patient4	0:homdel:0-100kb	0.0	0.49932989002877254	0.5006701099712275
Synthetic_Patient4	0:homdel:100kb-1Mb	0.0	0.17184296357318565	0.8281570364268143
Synthetic_Patient4	0:homdel:>1Mb	0.0	0.17455087962615048	0.8254491203738495
Synthetic_Patient4	1:LOH:0-100kb	0.0	0.4981921486692896	0.5018078513307105
Synthetic_Patient4	1:LOH:100kb-1Mb	0.0	0.1796886576545513	0.8203113423454487
Synthetic_Patient4	1:LOH:1Mb-10Mb	0.0	0.007897527923579728	0.9921024720764202
Synthetic_Patient4	1:LOH:10Mb-40Mb	0.0	0.0031249053698613237	0.9968750946301388
Synthetic_Patient4	1:LOH:>40Mb	0.0	0.0005760812556582554	0.9994239187443419
Synthetic_Patient4	2:LOH:0-100kb	0.0	0.9776496111071613	0.022350388892838722
Synthetic_Patient4	2:LOH:100kb-1Mb	0.0	0.40082800730263507	0.599171992697365
Synthetic_Patient4	2:LOH:1Mb-10Mb	0.0	0.4588103208511989	0.5411896791488012
Synthetic_Patient4	2:LOH:10Mb-40Mb	0.0	0.8151285170333324	0.18487148296666753
Synthetic_Patient4	2:LOH:>40Mb	0.0	0.998739989587867	0.0012600104121331
Synthetic_Patient4	3-4:LOH:0-100kb	0.0	0.826218727975574	0.17378127202442595
Synthetic_Patient4	3-4:LOH:100kb-1Mb	0.0	0.6282021355639192	0.3717978644360807
Synthetic_Patient4	3-4:LOH:1Mb-10Mb	0.0	0.42239212664770887	0.5776078733522911
Synthetic_Patient4	3-4:LOH:10Mb-40Mb	0.0	0.583259474297028	0.41674052570297215
Synthetic_Patient4	3-4:LOH:>40Mb	0.0	0.8204652742062114	0.1795347257937885
Synthetic_Patient4	5-8:LOH:0-100kb	0.0	0.36464565992685977	0.6353543400731402
Synthetic_Patient4	5-8:LOH:100kb-1Mb	0.0	0.7343301657300852	0.2656698342699147
Synthetic_Patient4	5-8:LOH:1Mb-10Mb	0.0	0.4240972343949917	0.5759027656050084
Synthetic_Patient4	5-8:LOH:10Mb-40Mb	0.0	0.7797407429831476	0.22025925701685242
Synthetic_Patient4	5-8:LOH:>40Mb	0.0	0.8610610442490926	0.13893895575090734
Synthetic_Patient4	9+:LOH:0-100kb	0.0	0.9211965376060747	0.0788034623939252
Synthetic_Patient4	9+:LOH:100kb-1Mb	0.0	0.16258112424693139	0.8374188757530686
Synthetic_Patient4	9+:LOH:1Mb-10Mb	0.0	0.33625430814715906	0.6637456918528409
Synthetic_Patient4	9+:LOH:10Mb-40Mb	0.0	0.9982646445508416	0.0017353554491583525
Synthetic_Patient4	9+:LOH:>40Mb	0.0	0.838907864290439	0.16109213570956102
Synthetic_Patient4	2:het:0-100kb	0.0	0.3073856173903169	0.6926143826096831
