MutationType	CNV48A
0:homdel:0-100kb	0.00000333
0:homdel:100kb-1Mb	0.00000333
0:homdel:>1Mb	0.00000333
1:LOH:0-100kb	0.00000333
1:LOH:100kb-1Mb	0.00000333
1:LOH:1Mb-10Mb	0.00000333
1:LOH:10Mb-40Mb	0.20293932
1:LOH:>40Mb	0.29779319
2:LOH:0-100kb	0.00000333
2:LOH:100kb-1Mb	0.00000333
2:LOH:1Mb-10Mb	0.00000333
2:LOH:10Mb-40Mb	0.00000333
2:LOH:>40Mb	0.00000333
3-4:LOH:0-100kb	0.00000333
3-4:LOH:100kb-1Mb	0.00000333
3-4:LOH:1Mb-10Mb	0.00000333
3-4:LOH:10Mb-40Mb	0.00000333
3-4:LOH:>40Mb	0.00000333
5-8:LOH:0-100kb	0.00000333
5-8:LOH:100kb-1Mb	0.00000333
5-8:LOH:1Mb-10Mb	0.00000333
5-8:LOH:10Mb-40Mb	0.00000333
5-8:LOH:>40Mb	0.00000333
9+:LOH:0-100kb	0.00000333
9+:LOH:100kb-1Mb	0.00000333
9+:LOH:1Mb-10Mb	0.00000333
9+:LOH:10Mb-40Mb	0.00000333
9+:LOH:>40Mb	0.00000333
2:het:0-100kb	0.00000333
2:het:100kb-1Mb	0.00000333
2:het:1Mb-10Mb	0.03239693
2:het:10Mb-40Mb	0.06845782
2:het:>40Mb	0.06909114
3-4:het:0-100kb	0.03299679
3-4:het:100kb-1Mb	0.00000333
3-4:het:1Mb-10Mb	0.03396334
3-4:het:10Mb-40Mb	0.09895349
3-4:het:>40Mb	0.16327802
5-8:het:0-100kb	0.00000333
5-8:het:100kb-1Mb	0.00000333
5-8:het:1Mb-10Mb	0.00000333
5-8:het:10Mb-40Mb	0.00000333
5-8:het:>40Mb	0.00000333
9+:het:0-100kb	0.00000333
9+:het:100kb-1Mb	0.00000333
9+:het:1Mb-10Mb	0.00000333
9+:het:10Mb-40Mb	0.00000333
9+:het:>40Mb	0.00000333
